{'dec': '²»¼Ó±ß', 'dataset': 'NCI1', 'depth': 2, 'lr': 0.01, 'batch_size': 64, 'epoch': 350, 'iters_per_epoch': 50, 'hidden_dim': 32, 'num_layers': 5, 'dropout': 0.5, 'alpha': [1, 0]}
 Epoch: 000, Train Loss: 0.6473807, Train Acc: 0.6266559, Test Acc: 0.6155718, Test Loss: 0.6583525   Max Test Acc: 0.6155718
 Epoch: 001, Train Loss: 0.5582834, Train Acc: 0.6112463, Test Acc: 0.6301703, Test Loss: 0.6447349   Max Test Acc: 0.6301703
 Epoch: 002, Train Loss: 0.5288945, Train Acc: 0.6212490, Test Acc: 0.6180049, Test Loss: 0.6344624   Max Test Acc: 0.6301703
 Epoch: 003, Train Loss: 0.5266204, Train Acc: 0.5947553, Test Acc: 0.5669100, Test Loss: 0.8588992   Max Test Acc: 0.6301703
 Epoch: 004, Train Loss: 0.5184333, Train Acc: 0.7318194, Test Acc: 0.7493917, Test Loss: 0.5470213   Max Test Acc: 0.7493917
 Epoch: 005, Train Loss: 0.4934373, Train Acc: 0.6326034, Test Acc: 0.6155718, Test Loss: 0.8139313   Max Test Acc: 0.7493917
 Epoch: 006, Train Loss: 0.5039828, Train Acc: 0.7234388, Test Acc: 0.7274939, Test Loss: 0.5569817   Max Test Acc: 0.7493917
 Epoch: 007, Train Loss: 0.4891962, Train Acc: 0.6850500, Test Acc: 0.6618005, Test Loss: 0.5882829   Max Test Acc: 0.7493917
 Epoch: 008, Train Loss: 0.4846049, Train Acc: 0.6882941, Test Acc: 0.6958637, Test Loss: 0.5618582   Max Test Acc: 0.7493917
 Epoch: 009, Train Loss: 0.4880472, Train Acc: 0.7304677, Test Acc: 0.7153285, Test Loss: 0.5230178   Max Test Acc: 0.7493917
 Epoch: 010, Train Loss: 0.4635587, Train Acc: 0.6815356, Test Acc: 0.6788321, Test Loss: 0.5720648   Max Test Acc: 0.7493917
 Epoch: 011, Train Loss: 0.4765891, Train Acc: 0.5817789, Test Acc: 0.5693431, Test Loss: 0.7357713   Max Test Acc: 0.7493917
 Epoch: 012, Train Loss: 0.4812776, Train Acc: 0.6782914, Test Acc: 0.6569343, Test Loss: 0.5801205   Max Test Acc: 0.7493917
 Epoch: 013, Train Loss: 0.4564246, Train Acc: 0.7366856, Test Acc: 0.7420925, Test Loss: 0.5005587   Max Test Acc: 0.7493917
 Epoch: 014, Train Loss: 0.4643414, Train Acc: 0.7323601, Test Acc: 0.7226277, Test Loss: 0.5106204   Max Test Acc: 0.7493917
 Epoch: 015, Train Loss: 0.4622639, Train Acc: 0.7242498, Test Acc: 0.6958637, Test Loss: 0.5305004   Max Test Acc: 0.7493917
 Epoch: 016, Train Loss: 0.4572895, Train Acc: 0.7488510, Test Acc: 0.7518248, Test Loss: 0.4998384   Max Test Acc: 0.7518248
 Epoch: 017, Train Loss: 0.4717616, Train Acc: 0.7383077, Test Acc: 0.7445255, Test Loss: 0.5157731   Max Test Acc: 0.7518248
 Epoch: 018, Train Loss: 0.4332424, Train Acc: 0.7607461, Test Acc: 0.7664234, Test Loss: 0.4738846   Max Test Acc: 0.7664234
 Epoch: 019, Train Loss: 0.4654566, Train Acc: 0.7531765, Test Acc: 0.7688564, Test Loss: 0.4692459   Max Test Acc: 0.7688564
 Epoch: 020, Train Loss: 0.4548786, Train Acc: 0.7266829, Test Acc: 0.7201946, Test Loss: 0.5109600   Max Test Acc: 0.7688564
 Epoch: 021, Train Loss: 0.4504408, Train Acc: 0.7512841, Test Acc: 0.7445255, Test Loss: 0.4854138   Max Test Acc: 0.7688564
 Epoch: 022, Train Loss: 0.4418855, Train Acc: 0.7466883, Test Acc: 0.7469586, Test Loss: 0.4799806   Max Test Acc: 0.7688564
 Epoch: 023, Train Loss: 0.4436104, Train Acc: 0.7721006, Test Acc: 0.7883212, Test Loss: 0.4704504   Max Test Acc: 0.7883212
 Epoch: 024, Train Loss: 0.4348865, Train Acc: 0.7191133, Test Acc: 0.7250608, Test Loss: 0.5484847   Max Test Acc: 0.7883212
 Epoch: 025, Train Loss: 0.4499386, Train Acc: 0.7272236, Test Acc: 0.7153285, Test Loss: 0.5381333   Max Test Acc: 0.7883212
 Epoch: 026, Train Loss: 0.4325207, Train Acc: 0.7496621, Test Acc: 0.7347932, Test Loss: 0.4927928   Max Test Acc: 0.7883212
 Epoch: 027, Train Loss: 0.4387939, Train Acc: 0.7721006, Test Acc: 0.7591241, Test Loss: 0.4762613   Max Test Acc: 0.7883212
 Epoch: 028, Train Loss: 0.4269701, Train Acc: 0.7807516, Test Acc: 0.7639903, Test Loss: 0.4662812   Max Test Acc: 0.7883212
 Epoch: 029, Train Loss: 0.4365498, Train Acc: 0.7675047, Test Acc: 0.7542579, Test Loss: 0.4741311   Max Test Acc: 0.7883212
 Epoch: 030, Train Loss: 0.4193261, Train Acc: 0.7212760, Test Acc: 0.7128954, Test Loss: 0.5900242   Max Test Acc: 0.7883212
 Epoch: 031, Train Loss: 0.4219530, Train Acc: 0.7739930, Test Acc: 0.7566910, Test Loss: 0.4726874   Max Test Acc: 0.7883212
 Epoch: 032, Train Loss: 0.4262733, Train Acc: 0.7504731, Test Acc: 0.7542579, Test Loss: 0.4992140   Max Test Acc: 0.7883212
 Epoch: 033, Train Loss: 0.4217657, Train Acc: 0.7869695, Test Acc: 0.7688564, Test Loss: 0.4629495   Max Test Acc: 0.7883212
 Epoch: 034, Train Loss: 0.4133455, Train Acc: 0.7358746, Test Acc: 0.7396594, Test Loss: 0.5022889   Max Test Acc: 0.7883212
 Epoch: 035, Train Loss: 0.4348128, Train Acc: 0.7869695, Test Acc: 0.7688564, Test Loss: 0.4730241   Max Test Acc: 0.7883212
 Epoch: 036, Train Loss: 0.4216943, Train Acc: 0.7626386, Test Acc: 0.7737226, Test Loss: 0.4858609   Max Test Acc: 0.7883212
 Epoch: 037, Train Loss: 0.4282261, Train Acc: 0.7596648, Test Acc: 0.7615572, Test Loss: 0.4837832   Max Test Acc: 0.7883212
 Epoch: 038, Train Loss: 0.4296890, Train Acc: 0.7764261, Test Acc: 0.7956204, Test Loss: 0.4591878   Max Test Acc: 0.7956204
