{'dec': '¼Ó±ß', 'dataset': 'NCI1', 'depth': 2, 'lr': 0.01, 'batch_size': 64, 'epoch': 350, 'iters_per_epoch': 50, 'hidden_dim': 32, 'num_layers': 5, 'dropout': 0.5, 'alpha': [1, 0]}
 Epoch: 000, Train Loss: 0.6242498, Train Acc: 0.6536902, Test Acc: 0.6569343, Test Loss: 0.6492000   Max Test Acc: 0.6569343
 Epoch: 001, Train Loss: 0.5577098, Train Acc: 0.5152744, Test Acc: 0.5060827, Test Loss: 0.7172133   Max Test Acc: 0.6569343
 Epoch: 002, Train Loss: 0.5294555, Train Acc: 0.7010003, Test Acc: 0.7299270, Test Loss: 0.5613754   Max Test Acc: 0.7299270
 Epoch: 003, Train Loss: 0.5206646, Train Acc: 0.6964044, Test Acc: 0.6885645, Test Loss: 0.5555510   Max Test Acc: 0.7299270
 Epoch: 004, Train Loss: 0.5151334, Train Acc: 0.7082995, Test Acc: 0.7445255, Test Loss: 0.5581567   Max Test Acc: 0.7445255
 Epoch: 005, Train Loss: 0.5048062, Train Acc: 0.7096513, Test Acc: 0.7031630, Test Loss: 0.5415416   Max Test Acc: 0.7445255
 Epoch: 006, Train Loss: 0.5136048, Train Acc: 0.7177616, Test Acc: 0.7347932, Test Loss: 0.5682312   Max Test Acc: 0.7445255
 Epoch: 007, Train Loss: 0.5058336, Train Acc: 0.7272236, Test Acc: 0.7250608, Test Loss: 0.5256711   Max Test Acc: 0.7445255
 Epoch: 008, Train Loss: 0.5044898, Train Acc: 0.7066775, Test Acc: 0.7177616, Test Loss: 0.5405744   Max Test Acc: 0.7445255
 Epoch: 009, Train Loss: 0.4953688, Train Acc: 0.7310084, Test Acc: 0.7445255, Test Loss: 0.5177943   Max Test Acc: 0.7445255
 Epoch: 010, Train Loss: 0.4909709, Train Acc: 0.7345228, Test Acc: 0.7469586, Test Loss: 0.5160468   Max Test Acc: 0.7469586
 Epoch: 011, Train Loss: 0.4887891, Train Acc: 0.7361449, Test Acc: 0.7542579, Test Loss: 0.5169677   Max Test Acc: 0.7542579
 Epoch: 012, Train Loss: 0.4932333, Train Acc: 0.7150581, Test Acc: 0.7128954, Test Loss: 0.5417258   Max Test Acc: 0.7542579
 Epoch: 013, Train Loss: 0.4739871, Train Acc: 0.7291160, Test Acc: 0.7372263, Test Loss: 0.5228869   Max Test Acc: 0.7542579
 Epoch: 014, Train Loss: 0.4915451, Train Acc: 0.7139768, Test Acc: 0.7299270, Test Loss: 0.5218410   Max Test Acc: 0.7542579
 Epoch: 015, Train Loss: 0.4790237, Train Acc: 0.6999189, Test Acc: 0.6909976, Test Loss: 0.5407255   Max Test Acc: 0.7542579
 Epoch: 016, Train Loss: 0.4823777, Train Acc: 0.7220871, Test Acc: 0.7274939, Test Loss: 0.5483313   Max Test Acc: 0.7542579
 Epoch: 017, Train Loss: 0.4826768, Train Acc: 0.7374966, Test Acc: 0.7445255, Test Loss: 0.5238476   Max Test Acc: 0.7542579
 Epoch: 018, Train Loss: 0.4536245, Train Acc: 0.7318194, Test Acc: 0.7274939, Test Loss: 0.5183339   Max Test Acc: 0.7542579
 Epoch: 019, Train Loss: 0.4849100, Train Acc: 0.7304677, Test Acc: 0.7396594, Test Loss: 0.5126684   Max Test Acc: 0.7542579
 Epoch: 020, Train Loss: 0.4873789, Train Acc: 0.7266829, Test Acc: 0.7226277, Test Loss: 0.5236286   Max Test Acc: 0.7542579
 Epoch: 021, Train Loss: 0.4806373, Train Acc: 0.7307380, Test Acc: 0.7542579, Test Loss: 0.5108644   Max Test Acc: 0.7542579
 Epoch: 022, Train Loss: 0.4681856, Train Acc: 0.7404704, Test Acc: 0.7250608, Test Loss: 0.5119450   Max Test Acc: 0.7542579
 Epoch: 023, Train Loss: 0.4721915, Train Acc: 0.7320898, Test Acc: 0.7226277, Test Loss: 0.5186989   Max Test Acc: 0.7542579
 Epoch: 024, Train Loss: 0.4720358, Train Acc: 0.7369559, Test Acc: 0.7518248, Test Loss: 0.5029107   Max Test Acc: 0.7542579
 Epoch: 025, Train Loss: 0.4680626, Train Acc: 0.7456069, Test Acc: 0.7396594, Test Loss: 0.5140082   Max Test Acc: 0.7542579
 Epoch: 026, Train Loss: 0.4629940, Train Acc: 0.7250608, Test Acc: 0.7201946, Test Loss: 0.5186309   Max Test Acc: 0.7542579
 Epoch: 027, Train Loss: 0.4712300, Train Acc: 0.7429035, Test Acc: 0.7639903, Test Loss: 0.5235130   Max Test Acc: 0.7639903
 Epoch: 028, Train Loss: 0.4736915, Train Acc: 0.7450662, Test Acc: 0.7542579, Test Loss: 0.5074089   Max Test Acc: 0.7639903
 Epoch: 029, Train Loss: 0.4691047, Train Acc: 0.7361449, Test Acc: 0.7372263, Test Loss: 0.5124462   Max Test Acc: 0.7639903
